id_hex,tokenA,tokenB,full,score,visual_label
0x10882010,BYES,RANDIE,BYESRANDIE,0,
0x10882010,COBLES,CHOANA,COBLESCHOANA,0,
0x10882010,DORSI,SNYED,DORSISNYED,0,
0x10882010,DREYNT,NOMADS,DREYNTNOMADS,0,
0x10882010,ENFIRM,WABE,ENFIRMWABE,0,
0x10882010,ENOS,CHUFFS,ENOSCHUFFS,0,
0x10882010,ENSATE,FRIARS,ENSATEFRIARS,0,
0x10882010,ENSUE,FRIAR,ENSUEFRIAR,0,
0x10882010,ESC,FARLS,ESCFARLS,0,
0x10882010,ESTAFA,MAJORS,ESTAFAMAJORS,0,
0x10882010,EVESE,ISN,EVESEISN,0,
0x10882010,EVES,NARD,EVESNARD,0,
0x10882010,EVES,OVIS,EVESOVIS,0,
0x10882010,EVG,VIRAL,EVGVIRAL,0,
0x10882010,EVOMIT,CARINA,EVOMITCARINA,0,
0x10882010,FLORAN,CARCER,FLORANCARCER,0,
0x10882010,FRIEZE,ONYX,FRIEZEONYX,0,
0x10882010,FRIZES,RANN,FRIZESRANN,0,
0x10882010,FRIZES,ROND,FRIZESROND,0,
0x10882010,FUFFLE,MONDAY,FUFFLEMONDAY,0,
0x10882010,GLOR,STEADS,GLORSTEADS,0,
0x10882010,GLOZES,GLUISH,GLOZESGLUISH,0,
0x10882010,GLOZES,STADES,GLOZESSTADES,0,
0x10882010,INDEAR,DROMON,INDEARDROMON,0,
0x10882010,MNEM,FORDID,MNEMFORDID,0,
0x10882010,NERVES,ADVENA,NERVESADVENA,0,
0x10882010,OSMICS,FLAMER,OSMICSFLAMER,0,
0x10882010,OVARIN,ENDUES,OVARINENDUES,0,
0x10882010,PUSH,SAMORY,PUSHSAMORY,0,
0x10882010,SACIAN,SCRAWL,SACIANSCRAWL,0,
0x10882010,SADI,AGREED,SADIAGREED,0,
0x10882010,SADI,ARGYLE,SADIARGYLE,0,
0x10882010,SAGELY,GLIA,SAGELYGLIA,0,
0x10882010,SAICES,EYEFUL,SAICESEYEFUL,0,
0x10882010,SALADA,GUDRUN,SALADAGUDRUN,0,
0x10882010,SALADS,CURN,SALADSCURN,0,
0x10882010,SALADS,OSAGES,SALADSOSAGES,0,
0x10882010,SALES,CYMAR,SALESCYMAR,0,
0x10882010,SALVES,SUBMIT,SALVESSUBMIT,0,
0x10882010,SEABEE,THAR,SEABEETHAR,0,
0x10882010,SEBA,FARLEU,SEBAFARLEU,0,
0x10882010,SEC,FARLE,SECFARLE,0,
0x10882010,SECTS,COLAN,SECTSCOLAN,0,
0x10882010,SECTS,COLOR,SECTSCOLOR,0,
0x10882010,SECT,VOLANS,SECTVOLANS,0,
0x10882010,SEIZE,BABOO,SEIZEBABOO,0,
0x10882010,SEIZE,EON,SEIZEEON,0,
0x10882010,SEIZES,CONANT,SEIZESCONANT,0,
0x10882010,SEMOLA,ALMS,SEMOLAALMS,0,
0x10882010,SENZA,DANNY,SENZADANNY,0,
0x10882010,SERVES,COWARD,SERVESCOWARD,0,
0x10882010,SHADES,DEAR,SHADESDEAR,0,
0x10882010,SHEAS,CAJUN,SHEASCAJUN,0,
0x10882010,SHEEL,PARDY,SHEELPARDY,0,
0x10882010,SHEEPY,FACIAL,SHEEPYFACIAL,0,
0x10882010,SHEIK,DIDDY,SHEIKDIDDY,0,
0x10882010,SHRUPS,SILENT,SHRUPSSILENT,0,
0x10882010,SMOLTS,CARIEN,SMOLTSCARIEN,0,
0x10882010,SMOLTS,COPTIC,SMOLTSCOPTIC,0,
0x10882010,SMOLTS,CORRIE,SMOLTSCORRIE,0,
0x10882010,SNARL,DAVIT,SNARLDAVIT,0,
0x10882010,SNARL,ESC,SNARLESC,0,
0x10882010,SNARLS,HAINED,SNARLSHAINED,0,
0x10882010,SNAW,BETELS,SNAWBETELS,0,
0x10882010,SOALLY,LANTUM,SOALLYLANTUM,0,
0x10882010,SOOJEE,OXLIKE,SOOJEEOXLIKE,0,
0x10882010,SORDA,BEETH,SORDABEETH,0,
0x10882010,SORDID,GOEL,SORDIDGOEL,0,
0x10882010,SORELS,AGAZ,SORELSAGAZ,0,
0x10882010,SORGO,WIVES,SORGOWIVES,0,
0x10882010,SQUIRM,CASABE,SQUIRMCASABE,0,
0x10882010,STYES,CYMAE,STYESCYMAE,0,
0x10882010,TOPHUS,MUSHAA,TOPHUSMUSHAA,0,
0x10882010,TURNER,BLENDS,TURNERBLENDS,0,
0x10882010,VEES,OTOSIS,VEESOTOSIS,0,
0x10882010,ZYGA,FARLES,ZYGAFARLES,0,
0x10904443,ANERLY,NIGRE,ANERLYNIGRE,0,
0x10904443,BINGO,RELINK,BINGORELINK,0,
0x10904443,ROADED,LETUP,ROADEDLETUP,0,
0x10b97810,PHALLI,HYETAL,PHALLIHYETAL,0,
0x10f0e983,LAUN,PIPAGE,LAUNPIPAGE,0,
0x10f0e983,PISTIL,ESTADO,PISTILESTADO,0,
0x10f0e983,PYXES,GLAUX,PYXESGLAUX,0,
0x12800031,ARALIA,HICKY,ARALIAHICKY,0,
0x12800031,ASKARI,CULCH,ASKARICULCH,0,
0x12800031,BRUINS,HOTCH,BRUINSHOTCH,0,
0x12800031,BYOUS,LABRAL,BYOUSLABRAL,0,
0x12800031,BYWALK,TAULA,BYWALKTAULA,0,
0x12800031,BYWORK,GOLEE,BYWORKGOLEE,0,
0x12800031,JAPERY,SCRAN,JAPERYSCRAN,0,
0x12800031,JAPES,AMAIST,JAPESAMAIST,0,
0x12800031,JINXED,PIETE,JINXEDPIETE,0,
0x12800031,JITTER,LIMMA,JITTERLIMMA,0,
0x12800031,JUTKA,BARGER,JUTKABARGER,0,
0x12800031,KIVAS,TANZEB,KIVASTANZEB,0,
0x12800031,KUSAN,HASTIF,KUSANHASTIF,0,
0x12800031,OSMOL,WRAGER,OSMOLWRAGER,0,
0x12800031,RAMA,ARGOT,RAMAARGOT,0,
0x12800031,RAMAL,NOTOUR,RAMALNOTOUR,0,
0x12800031,RIGHTO,TRAYS,RIGHTOTRAYS,0,
0x12800031,RIOT,CARLS,RIOTCARLS,0,
0x12800031,SHERIF,ARGOT,SHERIFARGOT,0,
0x12800031,SHOTT,BAKULA,SHOTTBAKULA,0,
0x12800031,SNARL,RIOT,SNARLRIOT,0,
0x12800031,SNARLS,HOTTA,SNARLSHOTTA,0,
0x12800031,SOYOT,BROS,SOYOTBROS,0,
0x12800031,SOYOT,CHINIK,SOYOTCHINIK,0,
0x12800031,SOYOT,KIBLAH,SOYOTKIBLAH,0,
0x12800031,SOYOT,TAMARA,SOYOTTAMARA,0,
0x18248010,AIRING,AGUSH,AIRINGAGUSH,0,
0x18248010,ANCHAT,SCREW,ANCHATSCREW,0,
0x18248010,ANCHAT,SUNNI,ANCHATSUNNI,0,
0x18248010,ARGANS,FUNDI,ARGANSFUNDI,0,
0x18248010,AROPH,BIRD,AROPHBIRD,0,
0x18248010,AROPH,JWAHAR,AROPHJWAHAR,0,
0x18248010,AVERT,PHASER,AVERTPHASER,0,
0x18248010,BUCARE,SHOER,BUCARESHOER,0,
0x18248010,BUCARE,SHOWN,BUCARESHOWN,0,
0x18248010,BYWORD,CKW,BYWORDCKW,0,
0x18248010,BYWORD,NUB,BYWORDNUB,0,
0x18248010,DAUBE,COOPED,DAUBECOOPED,0,
0x18248010,EMAIL,OCHYMY,EMAILOCHYMY,0,
0x18248010,RECKON,YAWNS,RECKONYAWNS,0,
0x18248010,REDARE,RUGAL,REDARERUGAL,0,
0x18248010,REDART,LENDU,REDARTLENDU,0,
0x18248010,REDART,XYRIS,REDARTXYRIS,0,
0x18248010,RED,FAZING,REDFAZING,0,
0x18248010,REJOLT,UNGAG,REJOLTUNGAG,0,
0x18248010,SHARDS,UGALI,SHARDSUGALI,0,
0x18248010,SHAVE,JACU,SHAVEJACU,0,
0x18248010,SHOREA,PENUP,SHOREAPENUP,0,
0x18248010,SNAIL,DAIMYO,SNAILDAIMYO,0,
0x1828e640,KOORG,LAMEDS,KOORGLAMEDS,0,
0x1828e640,KOORG,MIMINE,KOORGMIMINE,0,
0x1847c001,ABJECT,DILATE,ABJECTDILATE,0,
0x1847c001,AMEIVA,CARETS,AMEIVACARETS,0,
0x1847c001,ARDRI,ABAFF,ARDRIABAFF,0,
0x1847c001,AROUND,SIMABA,AROUNDSIMABA,0,
0x1847c001,ATLATL,PERSEA,ATLATLPERSEA,0,
0x1847c001,ATTID,LUE,ATTIDLUE,0,
0x1847c001,AULU,EMIC,AULUEMIC,0,
0x1847c001,BACONS,FEELER,BACONSFEELER,0,
0x1847c001,BAYETA,ALOW,BAYETAALOW,0,
0x1847c001,BAYETA,MOWN,BAYETAMOWN,0,
0x1847c001,BECHER,LAQUEI,BECHERLAQUEI,0,
0x1847c001,BECLAP,CHOTTS,BECLAPCHOTTS,0,
0x1847c001,BEZAZZ,LEPRIC,BEZAZZLEPRIC,0,
0x1847c001,BUGEYE,BRASIL,BUGEYEBRASIL,0,
0x1847c001,BURG,BOOLYA,BURGBOOLYA,0,
0x1847c001,BURI,CAFE,BURICAFE,0,
0x1847c001,BURSAE,POTAGE,BURSAEPOTAGE,0,
0x1847c001,BURS,VOTA,BURSVOTA,0,
0x1847c001,BURY,POUFFS,BURYPOUFFS,0,
0x1847c001,BUSHER,SETULA,BUSHERSETULA,0,
0x1847c001,BUSHWA,RETORN,BUSHWARETORN,0,
0x1847c001,CARAJA,SNORES,CARAJASNORES,0,
0x1847c001,CARMAN,PURSET,CARMANPURSET,0,
0x1847c001,CARNEY,SNOOVE,CARNEYSNOOVE,0,
0x1847c001,CODAL,YEAST,CODALYEAST,0,
0x1847c001,DEFUSE,SCOTAL,DEFUSESCOTAL,0,
0x1847c001,DOOZER,BONDAR,DOOZERBONDAR,0,
0x1847c001,EMEND,SETAL,EMENDSETAL,0,
0x1847c001,EMENDS,YAKA,EMENDSYAKA,0,
0x1847c001,EMERSE,ATOP,EMERSEATOP,0,
0x1847c001,EMERSE,TALC,EMERSETALC,0,
0x1847c001,FLOATS,SYBO,FLOATSSYBO,0,
0x1847c001,HALAKA,PEDALS,HALAKAPEDALS,0,
0x1847c001,HALAKA,PEEL,HALAKAPEEL,0,
0x1847c001,HASLET,TALKEE,HASLETTALKEE,0,
0x1847c001,INEYE,GULPH,INEYEGULPH,0,
0x1847c001,INKPOT,AREOLE,INKPOTAREOLE,0,
0x1847c001,INKPOT,FAZE,INKPOTFAZE,0,
0x1847c001,INKPOT,SMARTY,INKPOTSMARTY,0,
0x1847c001,INVOY,LAKED,INVOYLAKED,0,
0x1847c001,KVAS,AUGERS,KVASAUGERS,0,
0x1847c001,LIBRIS,GUAZZO,LIBRISGUAZZO,0,
0x1847c001,LOQUAT,ADAMIC,LOQUATADAMIC,0,
0x1847c001,LOWERS,PILATE,LOWERSPILATE,0,
0x1847c001,MEEKEN,ROWTHS,MEEKENROWTHS,0,
0x1847c001,MOLALA,RETAPE,MOLALARETAPE,0,
0x1847c001,MUKADE,EYASES,MUKADEEYASES,0,
0x1847c001,OCCAS,SENSU,OCCASSENSU,0,
0x1847c001,OFAY,RAPERS,OFAYRAPERS,0,
0x1847c001,OFAY,SPERSE,OFAYSPERSE,0,
0x1847c001,OMENS,PERLA,OMENSPERLA,0,
0x1847c001,OSSA,FENCER,OSSAFENCER,0,
0x1847c001,RABBIS,MISEAT,RABBISMISEAT,0,
0x1847c001,RANCEL,BEHOOT,RANCELBEHOOT,0,
0x1847c001,REDART,GESTAE,REDARTGESTAE,0,
0x1847c001,REEFS,ADOXY,REEFSADOXY,0,
0x1847c001,REEM,ESTALL,REEMESTALL,0,
0x1847c001,REFELS,THYSEN,REFELSTHYSEN,0,
0x1847c001,REJOLT,EASY,REJOLTEASY,0,
0x1847c001,REJOLT,MYSTES,REJOLTMYSTES,0,
0x1847c001,REPOLL,GRUMES,REPOLLGRUMES,0,
0x1847c001,RETOOL,GOOGUL,RETOOLGOOGUL,0,
0x1847c001,ROAST,MAE,ROASTMAE,0,
0x1847c001,ROAST,SHRAM,ROASTSHRAM,0,
0x1847c001,ROGUES,ARANEA,ROGUESARANEA,0,
0x1847c001,ROSA,ALRUNE,ROSAALRUNE,0,
0x1847c001,ROSIER,AGALMA,ROSIERAGALMA,0,
0x1847c001,ROTALA,FEUTER,ROTALAFEUTER,0,
0x1847c001,ROTAL,URS,ROTALURS,0,
0x1847c001,ROTAS,NEF,ROTASNEF,0,
0x1847c001,ROTTEN,FICHAT,ROTTENFICHAT,0,
0x1847c001,ROTTEN,METTAR,ROTTENMETTAR,0,
0x1847c001,ROUGED,OBOVAL,ROUGEDOBOVAL,0,
0x1847c001,ROUGES,BEAL,ROUGESBEAL,0,
0x1847c001,ROUS,EGBERT,ROUSEGBERT,0,
0x1847c001,ROUTES,GLUMES,ROUTESGLUMES,0,
0x1847c001,RPT,ARSYL,RPTARSYL,0,
0x1847c001,RUPEE,HYENA,RUPEEHYENA,0,
0x1847c001,SIER,OPERLA,SIEROPERLA,0,
0x1847c001,SIMIAD,SWILLS,SIMIADSWILLS,0,
0x1847c001,SNAPER,JUMART,SNAPERJUMART,0,
0x1847c001,SOCMEN,PASSER,SOCMENPASSER,0,
0x1847c001,TAAL,PERSES,TAALPERSES,0,
0x1847c001,TALUKA,PERSES,TALUKAPERSES,0,
0x1847c001,TALUKS,HEAPER,TALUKSHEAPER,0,
0x1847c001,THWACK,PANTAS,THWACKPANTAS,0,
0x1847c001,TULASI,PURSES,TULASIPURSES,0,
0x1847c001,ULICON,CEDARY,ULICONCEDARY,0,
0x1847c001,ULUA,RSVP,ULUARSVP,0,
0x1847c001,UMBRAE,VOCE,UMBRAEVOCE,0,
0x1847c001,UMPH,GUACOS,UMPHGUACOS,0,
0x1847c001,UNSALT,JAPERS,UNSALTJAPERS,0,
0x1847c001,VARIO,ASG,VARIOASG,0,
0x1847c001,VARIOS,MARAGE,VARIOSMARAGE,0,
0x1847c001,WEEPLY,SHAKES,WEEPLYSHAKES,0,
0x1847c001,WEET,TICALS,WEETTICALS,0,
0x1847c001,WOOMP,JEEPS,WOOMPJEEPS,0,
0x1847c001,WRIGHT,DIZZ,WRIGHTDIZZ,0,
0x18ce0610,EMPTY,HAVENS,EMPTYHAVENS,0,
0x18ce0610,NEEZE,JACOBY,NEEZEJACOBY,0,
0x18ce0610,RACKS,CAMIAS,RACKSCAMIAS,0,
0x18ce0610,RACOON,LARVA,RACOONLARVA,0,
0x18ce0610,SABORA,VACOA,SABORAVACOA,0,
0x18ce0610,SANTA,AMIDON,SANTAAMIDON,0,
0x18e88310,ALALUS,MIZAR,ALALUSMIZAR,0,
0x18e88310,ALATE,LEMMUS,ALATELEMMUS,0,
0x18e88310,ALUPAG,TERNE,ALUPAGTERNE,0,
0x18e88310,AROPH,SAWS,AROPHSAWS,0,
0x18e88310,ARTFUL,DUSKS,ARTFULDUSKS,0,
0x18e88310,BLD,OREMUS,BLDOREMUS,0,
0x18e88310,BLENDS,MUSES,BLENDSMUSES,0,
0x18e88310,BOIST,REMICA,BOISTREMICA,0,
0x18e88310,FLAGS,TALWAR,FLAGSTALWAR,0,
0x18e88310,MALGRE,SWIGS,MALGRESWIGS,0,
0x18e88310,MEECH,CRAVEN,MEECHCRAVEN,0,
0x18e88310,MESSIN,SLAKY,MESSINSLAKY,0,
0x18e88310,METRIA,CUTES,METRIACUTES,0,
0x18e88310,ORALER,SUBCH,ORALERSUBCH,0,
0x18e88310,RAVEL,SKIDDY,RAVELSKIDDY,0,
0x18e88310,RFB,STALER,RFBSTALER,0,
0x18e88310,ROLFE,MUTT,ROLFEMUTT,0,
0x18e88310,ROMEO,CUSK,ROMEOCUSK,0,
0x18e88310,SEBKHA,DOA,SEBKHADOA,0,
0x18e88310,SEBKHA,SAP,SEBKHASAP,0,
0x18e88310,SEEDY,CUSHAT,SEEDYCUSHAT,0,
0x18e88310,SNAKES,DELOO,SNAKESDELOO,0,
0x18e88310,SOCHT,HOBOED,SOCHTHOBOED,0,
0x18e88310,SOLDAN,REMUS,SOLDANREMUS,0,
0x18e88310,SOLDO,DUSK,SOLDODUSK,0,
0x18e88310,SOPH,SKIDI,SOPHSKIDI,0,
0x18e88310,SOPHS,TREMIE,SOPHSTREMIE,0,
0x18e88510,ADSBUD,OKE,ADSBUDOKE,0,
0x18e88510,ADSBUD,ZEP,ADSBUDZEP,0,
0x18e88510,ADUSK,INSPAN,ADUSKINSPAN,0,
0x18e88510,ADUST,REWRAP,ADUSTREWRAP,0,
0x18e88510,ALMUDE,SWIGS,ALMUDESWIGS,0,
0x18e88510,ALUMIC,WARUA,ALUMICWARUA,0,
0x18e88510,ANDOKE,ARNEB,ANDOKEARNEB,0,
0x18e88510,ANILAU,SWOOP,ANILAUSWOOP,0,
0x18e88510,ANILAU,YOKER,ANILAUYOKER,0,
0x18e88510,ANIMUS,FOP,ANIMUSFOP,0,
0x18e88510,ARCOS,BUSKED,ARCOSBUSKED,0,
0x18e88510,AREW,SCUSE,AREWSCUSE,0,
0x18e88510,ARGUS,CHEF,ARGUSCHEF,0,
0x18e88510,AWINK,STROPS,AWINKSTROPS,0,
0x18e88510,ENENT,STADIC,ENENTSTADIC,0,
0x18e88510,FISCAL,FILMY,FISCALFILMY,0,
0x18e88510,FISCUS,TELAE,FISCUSTELAE,0,
0x18e88510,MEHTAR,REMIT,MEHTARREMIT,0,
0x18e88510,MESNE,BURA,MESNEBURA,0,
0x18e88510,MESS,BURRO,MESSBURRO,0,
0x18e88510,ODEUM,GAPS,ODEUMGAPS,0,
0x18e88510,ODEUM,STAKES,ODEUMSTAKES,0,
0x18e88510,ORACHE,HYE,ORACHEHYE,0,
0x18e88510,OVARIA,KETTY,OVARIAKETTY,0,
0x18e88510,OVARIA,PASTS,OVARIAPASTS,0,
0x18e88510,RANA,MIMUS,RANAMIMUS,0,
0x18e88510,RANDS,BUSK,RANDSBUSK,0,
0x18e88510,RHYME,SUSANS,RHYMESUSANS,0,
0x18e88510,RONDO,CUSK,RONDOCUSK,0,
0x18e88510,SEBKHA,TLACO,SEBKHATLACO,0,
0x18e88510,SEFTON,SCUDO,SEFTONSCUDO,0,
0x18e88510,SNAKES,JIB,SNAKESJIB,0,
0x18e88510,SNAPS,JIBS,SNAPSJIBS,0,
0x18e88510,SOCAGE,TRINK,SOCAGETRINK,0,
0x18e88510,SOKE,HURDS,SOKEHURDS,0,
0x18e88510,SOKES,SINK,SOKESSINK,0,
0x18e88510,SOLACH,SKIDI,SOLACHSKIDI,0,
0x18e88510,SOPS,SINKS,SOPSSINKS,0,
0x18e88910,ALMUDE,WARPS,ALMUDEWARPS,0,
0x18e88910,ARONIA,SESSA,ARONIASESSA,0,
0x18e88910,AYS,UNBARS,AYSUNBARS,0,
0x18e88910,BOGUM,VATMAN,BOGUMVATMAN,0,
0x18e88910,ENG,SUNBOW,ENGSUNBOW,0,
0x18e88910,FLOWN,GUNUNG,FLOWNGUNUNG,0,
0x18e88910,KEBAR,SUTAIO,KEBARSUTAIO,0,
0x18e88910,MEALY,BEBACK,MEALYBEBACK,0,
0x18e88910,PECITE,YOKES,PECITEYOKES,0,
0x18e88910,PHIL,MYOPS,PHILMYOPS,0,
0x18e88910,PIAST,ACMAEA,PIASTACMAEA,0,
0x18e88910,PRP,OREMUS,PRPOREMUS,0,
0x18e88910,RAGS,KIACK,RAGSKIACK,0,
0x18e88910,RAGS,TORCS,RAGSTORCS,0,
0x18e88910,RAGS,UNHID,RAGSUNHID,0,
0x18e88910,RENNE,UMGANG,RENNEUMGANG,0,
0x18e88910,SNOUTY,FULAH,SNOUTYFULAH,0,
0x18e88910,SOPHS,CHID,SOPHSCHID,0,
0x18e88910,SOVITE,VEXES,SOVITEVEXES,0,
0x18e88910,STIRPS,SOFTY,STIRPSSOFTY,0,
0x18e8c704,ALALUS,GOOKS,ALALUSGOOKS,0,
0x18e8c704,ALALUS,VOBIS,ALALUSVOBIS,0,
0x18e8c704,ORAGE,JOSSES,ORAGEJOSSES,0,
0x1c8c2437,FRISCH,TOETOE,FRISCHTOETOE,0,
0x1c8c2437,SACKET,FINNIP,SACKETFINNIP,0,
0x21842018,ARMADO,HAZELS,ARMADOHAZELS,0,
0x21842018,DOUSER,SOIGNE,DOUSERSOIGNE,0,
0x21842018,ELFISH,MIOTIC,ELFISHMIOTIC,0,
0x21842018,ENDIVE,BYRL,ENDIVEBYRL,0,
0x21842018,EVEJAR,VULVAL,EVEJARVULVAL,0,
0x21842018,EVENED,WOWT,EVENEDWOWT,0,
0x21842018,EXOTIC,GAGMAN,EXOTICGAGMAN,0,
0x21842018,GLAIK,SLYER,GLAIKSLYER,0,
0x21842018,HARMON,NAUTCH,HARMONNAUTCH,0,
0x21842018,HEXOIC,RAZEED,HEXOICRAZEED,0,
0x21842018,HOND,RESAIL,HONDRESAIL,0,
0x21842018,HONK,CHUDIC,HONKCHUDIC,0,
0x21842018,HUGS,MANAGE,HUGSMANAGE,0,
0x21842018,HUMMED,SAGAIE,HUMMEDSAGAIE,0,
0x21842018,INDEED,KIVU,INDEEDKIVU,0,
0x21842018,LOBFIG,PELLER,LOBFIGPELLER,0,
0x21842018,LOBO,GULLER,LOBOGULLER,0,
0x21842018,MARSHS,INCLIP,MARSHSINCLIP,0,
0x21842018,NEROIC,HODS,NEROICHODS,0,
0x21842018,NOVALE,CODS,NOVALECODS,0,
0x21842018,OLEO,DAIKON,OLEODAIKON,0,
0x21842018,PUNDIT,TUSK,PUNDITTUSK,0,
0x21842018,REDEEM,KNITCH,REDEEMKNITCH,0,
0x21842018,REQUIN,GERARA,REQUINGERARA,0,
0x21842018,SACQUE,GREEDY,SACQUEGREEDY,0,
0x21842018,SAGAIE,MENSCH,SAGAIEMENSCH,0,
0x21842018,SAGAI,REACH,SAGAIREACH,0,
0x21842018,SAGEER,WOKOWI,SAGEERWOKOWI,0,
0x21842018,SAGER,EQUUS,SAGEREQUUS,0,
0x21842018,SAGO,SCHONE,SAGOSCHONE,0,
0x21842018,SAGUM,CHONK,SAGUMCHONK,0,
0x21842018,SAIC,ECOD,SAICECOD,0,
0x21842018,SAIGA,CODED,SAIGACODED,0,
0x21842018,SALELE,AFTERS,SALELEAFTERS,0,
0x21842018,SALOL,BRYON,SALOLBRYON,0,
0x21842018,SALVE,BYRON,SALVEBYRON,0,
0x21842018,SALVOR,QUIPPU,SALVORQUIPPU,0,
0x21842018,SAPS,DIDUCE,SAPSDIDUCE,0,
0x21842018,SATORI,INTUNE,SATORIINTUNE,0,
0x21842018,SEEK,ODYLES,SEEKODYLES,0,
0x21842018,SHADER,ELICIT,SHADERELICIT,0,
0x21842018,SHADER,OBTAIN,SHADEROBTAIN,0,
0x21842018,SHAI,RELUCT,SHAIRELUCT,0,
0x21842018,SHEER,BOLED,SHEERBOLED,0,
0x21842018,SHEER,QUERN,SHEERQUERN,0,
0x21842018,SHEWN,CLI,SHEWNCLI,0,
0x21842018,SHEWN,OIK,SHEWNOIK,0,
0x21842018,SHEWN,TOLED,SHEWNTOLED,0,
0x21842018,SHIISM,PHOTOM,SHIISMPHOTOM,0,
0x21842018,SHIPPY,CHON,SHIPPYCHON,0,
0x21842018,SMITH,CANDY,SMITHCANDY,0,
0x21842018,SMOLT,EIKON,SMOLTEIKON,0,
0x21842018,SUBMIT,GOSH,SUBMITGOSH,0,
0x21842018,TICER,DAWUT,TICERDAWUT,0,
0x21842018,TRUMPH,ENDORE,TRUMPHENDORE,0,
0x21842018,TUNISH,MATH,TUNISHMATH,0,
0x21842018,TUNISH,MULISM,TUNISHMULISM,0,
0x21842018,TUREEN,DELTAL,TUREENDELTAL,0,
0x21842018,VANNAI,KNEE,VANNAIKNEE,0,
0x21842018,VANNAI,PIRENE,VANNAIPIRENE,0,
0x21842018,WAPPED,DOGEAR,WAPPEDDOGEAR,0,
0x21842018,WEAK,TINAGE,WEAKTINAGE,0,
0x21842018,WITHIN,HAAK,WITHINHAAK,0,
0x21842018,WONTS,BIZEN,WONTSBIZEN,0,
0x21842018,WOWING,ALKIDE,WOWINGALKIDE,0,
0x24002913,CYTON,NETOPS,CYTONNETOPS,0,
0x24002913,DWYKA,MOTTOS,DWYKAMOTTOS,0,
0x24002913,FEEDY,NESIOT,FEEDYNESIOT,0,
0x24002913,MARSH,ARBOUR,MARSHARBOUR,0,
0x24002913,MNESIC,PADRI,MNESICPADRI,0,
0x24002913,MOCHY,FULICA,MOCHYFULICA,0,
0x24002913,PLUCK,ASSURD,PLUCKASSURD,0,
0x24002913,POISES,ARGOL,POISESARGOL,0,
0x24002913,POT,ALFURO,POTALFURO,0,
0x24002913,PUNIC,GURGLE,PUNICGURGLE,0,
0x24002913,SATTLE,COGUE,SATTLECOGUE,0,
0x24002913,SHETH,TONY,SHETHTONY,0,
0x24002913,SHUL,CULMY,SHULCULMY,0,
0x24002913,SLAKED,REPRO,SLAKEDREPRO,0,
0x24002913,SMALTZ,ATOUR,SMALTZATOUR,0,
0x24002913,STION,STRATA,STIONSTRATA,0,
0x24002913,TETRAS,HAJJI,TETRASHAJJI,0,
0x24002913,THRESH,BONNE,THRESHBONNE,0,
0x24002913,THRESH,MUONS,THRESHMUONS,0,
0x24002913,TYCOON,RESUE,TYCOONRESUE,0,
0x24002913,WISHA,TONJON,WISHATONJON,0,
0x2470e0f2,FETAL,MAKER,FETALMAKER,0,
0x2470e0f2,KOPJES,PIANKA,KOPJESPIANKA,0,
0x2470e0f2,MONAUL,NEFAST,MONAULNEFAST,0,
0x2524e089,FUMOUS,AFTOSA,FUMOUSAFTOSA,0,
0x25d2c8d8,VISNE,FAMOUS,VISNEFAMOUS,0,
0x282b8491,CRABBY,HASTIF,CRABBYHASTIF,0,
0x282b8491,LIFLOD,MUSCAE,LIFLODMUSCAE,0,
0x282b8491,RAGA,ASITIA,RAGAASITIA,0,
0x282b8491,SETONS,SCHOLA,SETONSSCHOLA,0,
0x28a0c119,ABODE,FUMERS,ABODEFUMERS,0,
0x28a0c119,ABO,HARVEY,ABOHARVEY,0,
0x28a0c119,ADLAI,JUGGED,ADLAIJUGGED,0,
0x28a0c119,ADUST,GENRES,ADUSTGENRES,0,
0x28a0c119,ADUST,XYSTOS,ADUSTXYSTOS,0,
0x28a0c119,AFARS,TAPPET,AFARSTAPPET,0,
0x28a0c119,AGEE,HAF,AGEEHAF,0,
0x28a0c119,AGEISM,DANIO,AGEISMDANIO,0,
0x28a0c119,AGEND,BYES,AGENDBYES,0,
0x28a0c119,AGEND,SMOLTS,AGENDSMOLTS,0,
0x28a0c119,AGENT,CONK,AGENTCONK,0,
0x28a0c119,AGENT,RAPHUS,AGENTRAPHUS,0,
0x28a0c119,AGEN,WOY,AGENWOY,0,
0x28a0c119,AGETE,TORNIT,AGETETORNIT,0,
0x28a0c119,AGET,YAW,AGETYAW,0,
0x28a0c119,AGGRY,SEIT,AGGRYSEIT,0,
0x28a0c119,AGGRY,SMATCH,AGGRYSMATCH,0,
0x28a0c119,AGRAFE,GET,AGRAFEGET,0,
0x28a0c119,AGRAFE,STETS,AGRAFESTETS,0,
0x28a0c119,AGRAH,OOLOGY,AGRAHOOLOGY,0,
0x28a0c119,AGRAL,KOFF,AGRALKOFF,0,
0x28a0c119,AGR,AWOL,AGRAWOL,0,
0x28a0c119,AGR,FAQIRS,AGRFAQIRS,0,
0x28a0c119,AGR,SEIF,AGRSEIF,0,
0x28a0c119,AGST,CHURL,AGSTCHURL,0,
0x28a0c119,AGST,CONKS,AGSTCONKS,0,
0x28a0c119,AGY,YARE,AGYYARE,0,
0x28a0c119,ALALA,MEASLE,ALALAMEASLE,0,
0x28a0c119,ALALOI,WEMMY,ALALOIWEMMY,0,
0x28a0c119,ALC,BOYAUX,ALCBOYAUX,0,
0x28a0c119,ALDINE,DAIRT,ALDINEDAIRT,0,
