suffix_a,suffix_b,v_hex,class_hex,cluster_size,id_a,id_b,role_a,role_b,levels_a,levels_b
02,03,0x0000c000,0x00000003,112,0x407801d0,0x407801dc,,,GLEN,GLEN
02,03,0x0000c000,0x00000003,112,0x408a1c10,0x408a2c10,,,CAVE,FOOD
02,03,0x0000c000,0x00000003,112,0x408a1c10,0x40ea1c10,,,CAVE,CLOU
02,03,0x0000c000,0x00000003,112,0x408a2c10,0x40ea2c10,,,FOOD,WEED
02,03,0x0000c000,0x00000003,112,0x40b18011,0x40b28011,,,MENU,MENU
02,03,0x0000c000,0x00000003,112,0x40b28011,0x40b48011,,,MENU,MENU
02,03,0x0000c000,0x00000003,112,0x40c21c10,0x40c22c10,,,BRG1,SCIE
02,03,0x0000c000,0x00000003,112,0x40c21c10,0x40da1c10,,,BRG1,FINN
02,03,0x0000c000,0x00000003,112,0x40c22c10,0x40da2c10,,,SCIE,EGGS
02,03,0x0000c000,0x00000003,112,0x40da1c10,0x40da2c10,,,FINN,EGGS
02,03,0x0000c000,0x00000003,112,0x40da1c10,0x40ea1c10,,,FINN,CLOU
02,03,0x0000c000,0x00000003,112,0x40da2c10,0x40ea2c10,,,EGGS,WEED
02,03,0x0000c000,0x00000003,112,0x40ea1c10,0x40ea2c10,,,CLOU,WEED
02,03,0x0000c000,0x00000003,112,0x410800f9,0x410818f9,,,FOOD;TMPL,FOOD;TMPL
02,03,0x0000c000,0x00000003,112,0x41ca1c10,0x42ca1c10,,,CRYS,CLOU
02,03,0x0000c000,0x00000003,112,0x42ca1c10,0x44ca1c10,,,CLOU,TMPL
02,03,0x0000c000,0x00000003,112,0x44ca1c10,0x48ca1c10,,,TMPL,CAVE;CRYS
02,03,0x0000c000,0x00000003,112,0x46269090,0x5e269090,,,WIZZ,MENU
02,03,0x0000c000,0x00000003,112,0x462c6040,0x46346040,,,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED
02,03,0x0000c000,0x00000003,112,0x46346040,0x46386040,,,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED
02,03,0x0000c000,0x00000003,112,0x46386040,0x463e6040,,,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED
02,03,0x0000c000,0x00000003,112,0x48209640,0x49a09640,,,,
02,03,0x0000c000,0x00000003,112,0x492c8430,0x512c8430,,,WIZZ,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
02,03,0x0000c000,0x00000003,112,0x49609640,0x49a09640,,,,
02,03,0x0000c000,0x00000003,112,0x4a3ea110,0x523ea110,Menu door opens to reveal monkey animation,,MENU,EGGS
02,03,0x0000c000,0x00000003,112,0x4a4ec094,0x524ec094,,,GLEN,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLEN;GLID;HEAD;MEGA;MOSS;PHRO;RUNN;SCIE;SEVN;SOAR;TMPL;WEED;WIZZ
02,03,0x0000c000,0x00000003,112,0x4aee0118,0x52ee0118,Shriney Guard boss slamming down animation,,MEGA,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
02,03,0x0000c000,0x00000003,112,0x4baf8200,0x53af8200,Shriney Guard boss yelling animation,,MEGA,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
02,03,0x0000c000,0x00000003,112,0x4c02d240,0x4c62d240,,,,
02,03,0x0000c000,0x00000003,112,0x4c2a8850,0x542a8850,,,WIZZ,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
02,03,0x0000c000,0x00000003,112,0x4c62d240,0x4ca2d240,,,,
02,03,0x0000c000,0x00000003,112,0x51200640,0x61200640,,,,
02,03,0x0000c000,0x00000003,112,0x512c8430,0x612c8430,,,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,FOOD;SNOW
02,03,0x0000c000,0x00000003,112,0x52ee0118,0x62ee0118,,,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,BRG1
02,03,0x0000c000,0x00000003,112,0x53af8200,0x63af8200,,,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,FOOD;SNOW
02,03,0x0000c000,0x00000003,112,0x5a89815f,0x5ab9815f,,,BOIL;BRG1;CLOU;CRYS;CSTL;EVIL;FOOD;MOSS;PHRO;SCIE;SNOW;SOAR;TMPL,BOIL;BRG1;CLOU;CRYS;CSTL;EVIL;FOOD;MOSS;PHRO;SCIE;SNOW;SOAR;TMPL
02,03,0x0000c000,0x00000003,112,0x5ab9815f,0x5ad9815f,,,BOIL;BRG1;CLOU;CRYS;CSTL;EVIL;FOOD;MOSS;PHRO;SCIE;SNOW;SOAR;TMPL,BOIL;BRG1;CLOU;CRYS;CSTL;EVIL;FOOD;MOSS;PHRO;SCIE;SNOW;SOAR;TMPL
02,03,0x0000c000,0x00000003,112,0x60181a0c,0x61981a0c,,Plain monkey enemy,PHRO;SCIE,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL
02,03,0x0000c000,0x00000003,112,0x60a91c9c,0x60aa1c9c,,,BRG1,BRG1
02,03,0x0000c000,0x00000003,112,0x60b98cbd,0x60b9bcbd,,,BRG1;PHRO;TMPL,BRG1
02,03,0x0000c000,0x00000003,112,0x61581a0c,0x61981a0c,,Plain monkey enemy,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL
02,03,0x0000c000,0x00000003,112,0x620ec210,0x7a0ec210,,,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;MOSS;PHRO;SCIE;SNOW;TMPL;WEED,EGGS
